Date,Open,High,Low,Close,Volume
2025-01-28,156.97644387898433,157.33526551994402,155.51399935717558,156.60121569566877,2548060
2025-01-29,157.3298994153724,160.42711905037766,156.68015233579143,159.12830591234004,3900333
2025-01-30,158.8283129314229,163.8296474961745,158.61504344999713,160.06990444280754,3822689
2025-01-31,166.64157036007023,167.18764522694548,162.663267824016,165.37462865228682,3931691
2025-02-03,164.31143367502824,167.45854948586242,159.159058496004,162.28329115824425,2635744
2025-02-04,167.04104079894338,170.2720962240587,165.37173711440147,166.58037411576947,561782
2025-02-05,173.20106329831376,173.84334365184245,168.4276548803555,170.97244803474192,4253569
2025-02-06,167.58212924527217,168.0447694201888,164.20442668318495,167.36125848183408,3256844
2025-02-07,160.11747096317222,161.2274010317325,158.2648252503741,159.25278105926725,2032309
2025-02-10,157.09893591985625,158.22569737419963,156.23321552113077,158.00158218298606,3604986
2025-02-11,158.65555485463537,160.63711553266444,157.1191309559314,159.8271255913574,2656215
2025-02-12,161.61360014014986,168.76852198034575,157.7596231012542,164.59316153215522,4503793
2025-02-13,162.95782707727344,165.23615869211747,161.27432856714594,164.7347767477365,2924416
2025-02-14,162.51685649870524,166.76358250136164,159.3627058083119,163.8133412391576,3531888
2025-02-17,162.5966015294092,165.81733714693604,160.75403159308894,163.9969134241668,1152531
2025-02-18,160.36130783768178,164.06258103023993,158.87880037759925,162.28846758537378,2770888
2025-02-19,166.93303792970502,168.19071865758437,161.92345991234637,166.77490596798563,3107126
2025-02-20,168.50105089372818,171.9657962439157,166.31427350067707,171.50810326643165,3051787
2025-02-21,173.90516056966132,177.9962516189678,171.7541179851653,175.78634768863242,4717359
2025-02-24,178.67540405497223,180.0325947388966,175.89858275675124,177.2657800096144,2178504
2025-02-25,176.5000355585586,182.9677176094285,171.6169969108056,177.97501858655815,4922357
2025-02-26,180.4202427000696,180.44698990322416,175.86773942256056,178.09929676653135,4156765
2025-02-27,181.21711439134916,183.29185635494812,178.80238393700898,180.89368123984855,2939119
2025-02-28,179.354730147239,180.1473317438681,176.4996066050383,178.6778189204772,2083025
2025-03-03,174.13762918000643,179.65539080002284,172.69667147175284,176.93627096471127,2084740
2025-03-04,181.07942037454515,185.23929965244616,178.03056145195148,179.31087274472813,1586534
2025-03-05,178.51396945251275,179.25718782804407,173.78755294670893,176.1252343736451,1305566
2025-03-06,180.43951788841335,182.87375865778796,178.80747574995613,179.05506395084078,2315233
2025-03-07,182.54458846685608,183.9753341932699,181.5366824057059,183.0834693007953,3379100
2025-03-10,183.23646304940783,187.8883826228565,180.2888673530655,185.25388724498316,4432039
2025-03-11,192.08813751760417,193.00066064255657,190.3014437605146,190.63247292346713,2004157
2025-03-12,194.29520722253997,196.8414943868578,188.83075933136237,190.59810729876455,2513014
2025-03-13,191.5702920756794,192.6693802254549,189.3608858403476,189.7489457765317,711531
2025-03-14,187.2913052073817,190.10689319467537,186.94134201560277,187.97414730576824,2974112
2025-03-17,189.6209977389254,191.406159594508,184.6693167497268,187.9310188389541,2570141
2025-03-18,190.4516306862606,192.09542331766104,189.489301680689,191.39178510002367,2166501
2025-03-19,195.3287831890507,198.68221175203377,193.28257993929412,195.0086771977179,4289708
2025-03-20,194.908355164495,198.5768950936428,191.20933420537585,195.2201377591836,3314043
2025-03-21,200.0605153396597,200.87579224667715,198.40092654737083,200.3490548146462,4697044
2025-03-24,199.48279064128343,200.2644673755008,198.95123100925835,198.96962854335504,3781769
2025-03-25,195.49659600317136,198.26844984833195,193.9034644090251,197.19088183246325,1954850
2025-03-26,199.1487903731229,200.41824685137863,198.1315421811051,199.66449456433435,3529342
2025-03-27,202.95362780225935,205.7567682099692,201.15438187007427,201.88021451806773,4767722
2025-03-28,198.2214222418912,202.90292212280883,195.21856084640544,202.26212241622864,2237588
