Date,Open,High,Low,Close,Volume
2025-01-28,167.5363424190255,169.05951288959486,164.8825219345261,166.03433808402616,1320016
2025-01-29,170.0642637929317,172.99988871773795,166.06269523298877,168.5794964019476,4799986
2025-01-30,166.517822692735,171.44922247560575,165.02998587961034,169.60678562291832,3416879
2025-01-31,170.20848575135372,171.2584374718314,169.51143791392516,169.9179816386353,2558909
2025-02-03,166.6735110957777,169.47943529558162,164.71406531047637,165.54063110121453,1973258
2025-02-04,160.09794813483006,161.0303164515545,157.52611177002632,159.14580045362422,3571391
2025-02-05,161.06383831308577,162.0710115767798,157.61726889680034,159.92797121396998,2164993
2025-02-06,158.76448129694526,159.3953255448729,156.77373548623206,158.32733606152587,3319532
2025-02-07,162.42483366311268,165.99555351407156,161.58073356156314,162.9488131383083,1334027
2025-02-10,158.7729532456554,161.08180822776995,156.71888470858056,160.11695762221743,1531127
2025-02-11,161.76286508632353,161.93428400009626,158.57379898634258,159.22183835096055,2859977
2025-02-12,165.56528332555024,167.62547158203782,162.62146324323666,165.75274462140388,2902103
2025-02-13,170.11618040839824,170.79574466115753,168.90407741350546,169.9901913867468,501490
2025-02-14,176.52947393514356,179.96110013363065,175.64059055145188,178.2106066506042,1346880
2025-02-17,180.2065228195618,181.29554192970227,174.7906689369322,179.33958790556702,633587
2025-02-18,178.3309170210394,180.52452098453028,174.51078692380665,176.4242693867494,3353968
2025-02-19,176.60046311754144,179.17719574641822,174.23753350672456,176.1942331812314,1911822
2025-02-20,175.13993197389155,178.65334119256232,174.11891856917623,177.54763076027515,1924517
2025-02-21,172.13378892515018,177.95221472816735,170.73066937593626,173.87103166088596,4948355
2025-02-24,170.02421566435595,171.40816316587023,168.09196743163605,169.81634502001828,2402844
2025-02-25,173.2797846128218,175.96367464271012,172.2269343312903,174.27421842716902,2964193
2025-02-26,180.0135502720426,180.53005155967412,176.393802765895,177.6316879550963,4428497
2025-02-27,179.14837557562294,181.92672282017585,173.04076273695455,177.27703169778266,1384362
2025-02-28,181.97145960200424,184.16777359538156,178.37601184062953,179.30167335871636,3167575
2025-03-03,183.6337308572036,187.00000347726916,178.38237905020415,181.88949096362984,1488695
2025-03-04,169.07744977178473,171.45400077108442,166.24350199740942,170.97450481549282,843296
2025-03-05,163.46172067944642,164.52332332328544,162.89526679561604,163.57882851135176,4370116
2025-03-06,163.18381578757754,165.99197694443777,161.8708869288875,164.41885290940698,2642991
2025-03-07,167.9847914086111,171.62388151176833,166.8529004478168,170.150641072605,3615316
2025-03-10,164.6726769882115,166.83702231671856,164.46784558532565,166.75719079277368,4491421
2025-03-11,160.9970608660875,162.73549473807276,160.84369435185138,162.53978488926856,3842234
2025-03-12,161.21482092809018,163.90427503802096,160.39309790215586,161.55215941895844,2895611
2025-03-13,161.30113954028806,164.3515890060205,157.11039055093093,160.7559749381743,4918044
2025-03-14,165.8096667214283,167.63786297519604,160.556427319962,162.52696213146567,4541866
2025-03-17,160.4208048061551,162.79303228004946,160.08750162661747,160.8659467503265,4585341
2025-03-18,161.2298573061576,163.7377738712145,161.2041722740629,161.818532181102,500112
2025-03-19,165.40878614808776,167.2186518461097,164.57408185131976,167.08161535331524,1537209
2025-03-20,165.65097971054936,168.20234457990358,159.35134666886975,162.85124403887576,1299537
2025-03-21,169.42676995252603,171.71399197370658,167.49354491943794,169.2068759317847,980730
2025-03-24,170.10834864542107,172.9626657264246,169.0143558901956,171.42391036724655,4503460
2025-03-25,175.33591827077046,177.08298938532076,172.65065912934728,174.47852394856824,4910133
2025-03-26,182.95022305250745,185.10926142738913,177.33538873379356,180.5601329975954,4040788
2025-03-27,186.8316405833769,186.86562057703793,183.3724027660996,183.84774720866525,3291573
2025-03-28,182.9822515340973,188.6202063148371,179.91356198621602,185.29535446391196,3559294
