Date,Open,High,Low,Close,Volume
2025-01-28,179.60508052240968,183.12583197869975,178.88871525629347,182.8053627376974,3274956
2025-01-29,175.90868620256214,178.08387150008215,170.9697179003251,173.6029148869694,1364197
2025-01-30,170.57814469750377,172.34709154515642,165.86432832197175,170.16297466305903,3204532
2025-01-31,172.86594479090326,175.48353699094145,170.3708352511698,172.31151854358052,4466673
2025-02-03,173.6387054164431,176.11911323682756,169.0906566096205,170.64224398149554,1952911
2025-02-04,166.3366039417531,171.9389231183775,165.69223749570122,168.93453618687153,2061158
2025-02-05,162.68185220130917,166.93205529639042,162.52004597431355,165.55667726609707,3032739
2025-02-06,166.4221674567387,170.57354841321066,163.36182886642328,165.68585102419377,3363712
2025-02-07,165.01403961445052,167.82802846689816,161.57966155956777,164.08194010829263,3270464
2025-02-10,166.1476484210632,172.46183953515708,162.1099310730268,168.86177770688994,2901265
2025-02-11,169.06321873731036,171.69999352628002,167.65084898776735,170.03652427099357,2976437
2025-02-12,170.93692630370256,171.7187668115024,169.11330167093948,170.2931280754841,4896566
2025-02-13,173.26653035083842,174.8051486652787,169.26418904807343,171.22156619861352,2834446
2025-02-14,173.930751039115,175.7058355993438,169.94173115517208,173.08760692449977,752634
2025-02-17,174.7912590367682,177.6676842014712,173.77075920095,175.99337686762487,2780235
2025-02-18,168.55594829218427,171.76038702943922,164.21129846424182,168.04837141484632,2487293
2025-02-19,164.45213646173298,166.15350034562354,163.39445338412506,164.29480540269853,4750441
2025-02-20,169.67240144649605,171.61405556588954,166.9514625639078,170.02246017766032,774626
2025-02-21,170.26283935259835,172.80251549572552,168.2585761217505,171.75131150067452,1900066
2025-02-24,175.09393723961696,177.74004416339417,173.841694755039,175.0546957147961,2245907
2025-02-25,174.76556718186444,175.03606892122255,173.7109471517773,173.77791035987713,3154617
2025-02-26,172.67403546305218,176.62172073889022,171.57168345215732,174.343399118442,4396692
2025-02-27,176.5936108769478,178.53821372174374,173.18218868003316,175.36486673583912,3928589
2025-02-28,177.9265111045522,178.27185055947888,175.27314964695017,177.4102286782919,4160575
2025-03-03,177.53527580158507,180.43418834276736,175.1539012734013,178.75042231108614,4172934
2025-03-04,168.69199705637575,172.38204828557068,165.9176803229402,171.4070095012284,1308575
2025-03-05,167.81353152286152,169.3755727709645,165.097866025571,167.63064385646888,4923062
2025-03-06,168.3373562198364,174.08473902957385,165.59750303794635,172.34277764338535,4813299
2025-03-07,172.0587526304921,175.03853670991967,171.52562729187736,173.990739350418,2781770
2025-03-10,175.83528955454932,177.9838293857088,172.768982916352,174.74017929181483,757480
2025-03-11,169.50964442661302,170.59488503148975,167.06689171204602,169.73898952186704,2041248
2025-03-12,164.69409481249664,166.26825605215717,163.91874765669607,165.30527214922134,625750
2025-03-13,164.1892478038373,167.0272014135144,162.9900812138885,166.23424457446194,1164262
2025-03-14,168.13699100984752,170.31286378858874,166.29538611495946,168.39580867938523,4447625
2025-03-17,166.06357687954292,168.9851277136789,164.88929521346657,166.9581122046866,2380322
2025-03-18,167.29046143170595,172.52673660618223,167.1237616938722,169.86031235124943,890274
2025-03-19,167.8660898821122,172.49841770034703,166.41924819524803,171.4364563816913,3627299
2025-03-20,174.30296580514158,176.66798719074131,172.2034372845436,172.99626834585706,2579641
2025-03-21,178.945160872628,179.00851747509316,178.6433445570039,178.9311013744519,4197988
2025-03-24,176.6815398681084,176.6898722736774,174.00655592250462,175.44822851349656,2738557
2025-03-25,170.2139954726466,171.86167341302075,168.03807734788134,169.6938455787305,4814962
2025-03-26,168.94626771949504,169.7507037812643,168.2511415868611,168.3130486644555,4371784
2025-03-27,175.16627604004393,176.66664417675335,169.07757476052936,171.29297488522462,834811
2025-03-28,172.1361763913178,175.94214241873243,171.16201333798762,173.52082629004911,3156610
