Price,Close,High,Low,Open,Volume
Ticker,GOOG,GOOG,GOOG,GOOG,GOOG
Date,,,,,
2024-01-02,138.902099609375,139.95213414491474,137.0906871446073,138.9419195505414,20071900
2024-01-03,139.6983184814453,140.4248728786553,137.7774089492218,137.94662090327196,18974300
2024-01-04,137.38925170898438,139.97201969823868,137.3593943485074,139.19073184994926,18253300
2024-01-05,136.74232482910156,138.15562893957002,136.2048771424727,137.69979542310543,15433200
2024-01-08,139.86753845214844,139.97702051812547,137.23003666296398,137.34946612153567,17645300
2024-01-09,141.887939453125,142.1268135094218,139.13099356909962,139.3997249840765,19579700
2024-01-10,143.1221160888672,143.8436892574364,141.78843662182845,141.8481513461947,16641900
2024-01-11,142.9927215576172,145.9686318269066,141.54457876966245,144.21195284389037,17471100
2024-01-12,143.56002807617188,144.05767097207072,142.68417171959598,143.65954754323806,13995200
2024-01-16,143.40078735351562,145.15248498546094,142.38161257583326,142.7538424377146,19198900
2024-01-17,142.21640014648438,142.7339530613565,139.84761486962495,142.23631011659492,17884500
2024-01-18,144.3065185546875,144.89871492300549,142.6742501680011,142.76382226063944,18876800
2024-01-19,147.2724609375,147.3421230557462,145.11269228213737,145.61530135197785,27170900
2024-01-22,147.013671875,149.30779834923413,146.8842798614923,148.0089576727983,21829200
2024-01-23,147.97909545898438,148.15825481226227,146.49612923631082,147.02362953102596,14113600
2024-01-24,149.64125061035156,150.85550070014855,149.13364504963698,149.58152069561095,19245000
2024-01-25,152.9157257080078,154.03044106087503,150.50713564235818,151.02468856484268,21495100
2024-01-26,153.0650177001953,153.3835164900002,152.07969434131007,152.14935645979352,19494500
2024-01-29,154.1100616455078,154.46836516892455,152.19911458290434,152.9157216297378,20909300
2024-01-30,152.32850646972656,154.3091156448154,152.05479374151358,153.28397240673996,26578900
2024-01-31,141.1315460205078,144.90367296245176,140.8827245413415,144.70461881649027,43908600
2024-02-01,142.03724670410156,143.9382310869859,141.5893559335678,143.01262255984318,25526900
2024-02-02,142.8633270263672,143.20173576400992,137.51864676692574,140.22582554692482,42116900
2024-02-05,144.24676513671875,145.9785679131842,143.23158454517412,143.36096137339672,29254400
2024-02-06,144.7245330810547,146.04826521191697,143.8387291964155,145.27194338883356,21517700
2024-02-07,145.988525390625,146.30702416148435,144.52546912091884,145.4311677284784,21436100
2024-02-08,146.52598571777344,146.91414659621208,145.72975399134987,146.27716425244463,18241300
2024-02-09,149.51185607910156,149.98462297837207,146.73499978408023,147.25255272851453,21877700
2024-02-12,148.02886962890625,149.88010203507002,147.85967284607264,148.83504878876087,17236100
2024-02-13,145.6799774169922,147.34210287749787,144.42592277857784,145.3814038270288,18138500
2024-02-14,146.4463653564453,147.13311505095515,144.86883053740044,146.6752768589961,16651800
2024-02-15,143.26145935058594,144.07758591691123,141.21117276244362,143.77901228707154,26724300
2024-02-16,141.0917205810547,143.79889938383792,140.85286168995205,143.53018313134746,21849700
2024-02-20,141.52963256835938,142.65330800872974,140.13623857384684,140.2755779732981,18625600
2024-02-21,143.1619110107422,143.30125042031312,141.24101663688162,141.9675710448689,16499600
2024-02-22,144.6349334716797,145.51077461062508,143.33109637327877,145.43114992765635,23024700
2024-02-23,144.60507202148438,145.26694560519326,144.10742910489103,144.28658845203006,14519400
2024-02-26,138.09591674804688,143.16191826534566,138.08596935645082,142.77375737709573,33513000
2024-02-27,139.4395751953125,139.82773612928725,137.84711151462372,138.7528254228512,22364000
2024-02-28,136.78213500976562,138.62342001381086,135.9958658248756,138.444275840111,30628700
2024-02-29,139.1210479736328,139.29024473728862,136.92147485925113,137.69779656866302,35485000
2024-03-01,137.4290771484375,139.3400242297367,137.32457638258526,138.95186334114246,28522000
2024-03-04,133.56736755371094,135.9859202387782,132.23368806448792,135.89633296388092,43571500
2024-03-05,133.1493377685547,133.38821183618217,130.92985460920454,132.1142471825488,28447600
2024-03-06,131.9351043701172,134.1048356591366,131.32797932730784,133.6071926793538,23175200
2024-03-07,134.6024627685547,135.17973037946277,132.0346234732147,133.25882080682047,24107300
2024-03-08,135.6475067138672,138.32980946619315,134.16454046339086,134.39843325406335,26472400
2024-03-11,138.28501892089844,139.32010952636415,136.42383923457078,136.42383923457078,22536400
2024-03-12,138.96180725097656,139.61869956501798,137.55846572697882,137.59827047925845,19019700
2024-03-13,140.1063995361328,141.51970368304296,139.34997253718265,139.39973986924898,19637000
2024-03-14,143.65956115722656,144.04772204533774,140.8180242046837,141.62918463176592,36117900
2024-03-15,141.49978637695312,143.659554832315,140.46469578318113,142.73394628866993,41025900
2024-03-18,147.78004455566406,152.20906372462022,147.44165099822862,148.6658483894553,47676700
2024-03-19,147.22268676757812,148.91466974023234,146.31697296442448,148.2776873792264,17748400
2024-03-20,148.97438049316406,149.05400518452484,146.9688800892644,148.08857668370393,17730000
2024-03-21,148.03883361816406,150.5917292530754,147.31226396001364,149.6113871985433,19843900
2024-03-22,151.05453491210938,151.84080403684533,149.38244681787967,149.5317488047315,19226300
2024-03-25,150.4374542236328,150.74201145898448,148.09854152495535,150.2384000856177,15114700
2024-03-26,150.98486328125,152.4777920846642,150.3180235714812,150.52704028617632,19312700
2024-03-27,151.2237548828125,151.9702193710295,149.4222896811463,151.42779033201487,16622000
2024-03-28,151.542236328125,151.9503072206797,150.61662766569765,151.28346744318867,21105600
2024-04-01,155.76223754882812,156.25988048029402,150.93509503886602,151.11425439135942,24469800
2024-04-02,155.13522338867188,155.25466803529602,152.7365956795216,154.0205079325735,17598100
2024-04-03,155.63284301757812,155.8120023671829,153.40540191838465,154.18968157696656,17266200
